,Day,Campaign name,Ad Set Name,Ad name,Reach,Impressions,Frequency,Result type,Results,Amount spent (EUR),Cost per result,"CPM (cost per 1,000 impressions)",CPC (cost per link click),"Cost per 1,000 Accounts Center accounts reached",Cost per ThruPlay,3sek % Impression,25% in % Impressions,50% in % Impression,75% in % Impression,95% in % Impressions,100% in % Impressions,ThruPlay % Impression,CTR (all),CTR (link click-through rate),ThruPlays,Video average play time,Video plays,Cost per 3-second video play,Reporting starts,Reporting ends
3540,2023-01-19,BE0000 - LV Berlin Wahlen 2023 - Traffic,BE0000 - LV Berlin 2023 - Traffic - Adgroup 1,Traffic - Mobilität Bea,2,2,1.0,Link clicks,1.0,0.08,0.08,40.0,0.08,40.0,0.08,0.5,0.5,0.5,0.5,0.0,0.0,0.5,50.0,50.0,1.0,12.0,2.0,0.08,2023-01-19,2023-01-19
3541,2023-01-19,BE0000 - LV Berlin Wahlen 2023 - Traffic,BE0000 - LV Berlin 2023 - Traffic - Adgroup 1,Traffic - Bildung Bea,23,23,1.0,Link clicks,2.0,0.39,0.195,16.95652174,0.195,16.95652174,0.39,0.08695652,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,8.69565217,8.69565217,1.0,2.0,22.0,0.195,2023-01-19,2023-01-19
3542,2023-01-19,BE0000 - LV Berlin Wahlen 2023 - Traffic,BE0000 - LV Berlin 2023 - Traffic - Adgroup 1,Traffic - Wahlprogrammaufbau,2,2,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,2023-01-19,2023-01-19
3543,2023-01-19,BE0000 - LV Berlin Wahlen 2023 - Traffic,BE0000 - LV Berlin 2023 - Traffic - Adgroup 1,Traffic - Digitalisierung Bea,5504,5878,1.06795058,Link clicks,146.0,32.61,0.22335616,5.54780538,0.22335616,5.92478198,0.60388889,0.06753998,0.02687989,0.01343995,0.01292957,0.0052739,0.00408302,0.0091868,2.5518884,2.48383804,54.0,1.0,5384.0,0.08214106,2023-01-19,2023-01-19
3544,2023-01-19,BE0000 - LV Berlin Wahlen 2023 - Traffic,BE0000 - LV Berlin 2023 - Traffic - Adgroup Digital,BE0000 - LV Berlin - Traffic - Digital - digital,27,27,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037,,,,,,2023-01-19,2023-01-19
3545,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Bevors keiner wird – Kopie 3,142,142,1.0,Reach,142.0,0.26,1.83098592,1.83098592,,1.83098592,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-19,2023-01-19
3546,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Unfair – Kopie 3,171,175,1.02339181,Reach,171.0,0.33,1.92982456,1.88571429,,1.92982456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-19,2023-01-19
3547,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Hund Verwaltung – Kopie 2,308,310,1.00649351,Reach,308.0,0.57,1.85064935,1.83870968,,1.85064935,0.1425,0.04193548,0.05806452,0.01935484,0.01290323,0.01290323,0.01290323,0.01290323,0.0,,4.0,0.0,280.0,0.04384615,2023-01-19,2023-01-19
3548,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate,858,866,1.00932401,Reach,858.0,1.52,1.77156177,1.7551963,1.52,1.77156177,0.76,0.02886836,0.01270208,0.00808314,0.00577367,0.0034642,0.0034642,0.00230947,0.11547344,0.11547344,2.0,0.0,766.0,0.0608,2023-01-19,2023-01-19
3549,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - LV Berlin 2023 - Awareness - Drogen,1402,1448,1.03281027,Reach,1402.0,2.53,1.80456491,1.74723757,0.84333333,1.80456491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3121547,0.20718232,,,,,2023-01-19,2023-01-19
3550,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Partei,309,313,1.01294498,Reach,309.0,0.52,1.6828479,1.66134185,0.52,1.6828479,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63897764,0.31948882,,,,,2023-01-19,2023-01-19
3551,2023-01-19,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - LV Berlin - Awareness - Sexwork,7922,8156,1.029538,Reach,7922.0,14.41,1.8189851,1.76679745,0.80055556,1.8189851,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75331045,0.22069642,,,,,2023-01-19,2023-01-19
3552,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Hund Verwaltung – Kopie,594,596,1.003367,Reach,594.0,1.0,1.68350168,1.67785235,,1.68350168,0.25,0.0352349,0.05369128,0.02852349,0.01677852,0.00671141,0.00671141,0.00671141,0.0,,4.0,0.0,537.0,0.04761905,2023-01-18,2023-01-18
3553,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - Landesverband Berlin Wahlen 2023 - Digitalisierung,4202,4318,1.0276059,Reach,4202.0,7.42,1.7658258,1.71838814,2.47333333,1.7658258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09263548,0.06947661,,,,,2023-01-18,2023-01-18
3554,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Unfair – Kopie 2,278,286,1.02877698,Reach,278.0,0.47,1.69064748,1.64335664,0.47,1.69064748,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04895105,0.34965035,,,,,2023-01-18,2023-01-18
3555,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - Landesverband Berlin Wahlen 2023 - Wahlprogramm,130,131,1.00769231,Reach,130.0,0.21,1.61538462,1.60305344,0.21,1.61538462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76335878,0.76335878,,,,,2023-01-18,2023-01-18
3556,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate 2,66,67,1.01515152,Reach,66.0,0.12,1.81818182,1.79104478,0.12,1.81818182,,0.07462687,0.07462687,0.02985075,0.01492537,0.0,0.0,0.0,1.49253731,1.49253731,,1.0,56.0,0.024,2023-01-18,2023-01-18
3557,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - No money – Kopie,11,11,1.0,Reach,11.0,0.0,0.0,0.0,,0.0,0.0,0.27272727,0.36363636,0.27272727,0.18181818,0.09090909,0.09090909,0.09090909,0.0,,1.0,2.0,10.0,0.0,2023-01-18,2023-01-18
3558,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - 5%,99,101,1.02020202,Reach,99.0,0.17,1.71717172,1.68316832,,1.71717172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99009901,,,,,,2023-01-18,2023-01-18
3559,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate,4311,4335,1.00556715,Reach,4311.0,7.43,1.72349803,1.71395617,7.43,1.72349803,0.61916667,0.03990773,0.02376009,0.0094579,0.00738178,0.00369089,0.00369089,0.00276817,0.02306805,0.02306805,12.0,1.0,4040.0,0.04294798,2023-01-18,2023-01-18
3560,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Wir sind Volt – Kopie,46,48,1.04347826,Reach,46.0,0.08,1.73913043,1.66666667,,1.73913043,0.08,0.08333333,0.04166667,0.02083333,0.02083333,0.02083333,0.02083333,0.02083333,0.0,,1.0,2.0,35.0,0.02,2023-01-18,2023-01-18
3561,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Bevors keiner wird – Kopie 2,85,90,1.05882353,Reach,85.0,0.14,1.64705882,1.55555556,,1.64705882,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11111111,,,,,,2023-01-18,2023-01-18
3562,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Enthüllt!,18193,18309,1.00637608,Reach,18193.0,31.06,1.70725004,1.69643345,1.2424,1.70725004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075482,0.13654487,,,,,2023-01-18,2023-01-18
3563,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Verwaltung,251,253,1.00796813,Reach,251.0,0.43,1.71314741,1.69960474,,1.71314741,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-18,2023-01-18
3564,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Wien,8998,9169,1.01900422,Reach,8998.0,15.52,1.72482774,1.69266005,2.58666667,1.72482774,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13087578,0.06543789,,,,,2023-01-18,2023-01-18
3565,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Reel1,291,297,1.02061856,Reach,291.0,0.54,1.8556701,1.81818182,0.54,1.8556701,0.54,0.01683502,0.01346801,0.003367,0.003367,0.003367,0.003367,0.003367,0.33670034,0.33670034,1.0,0.0,163.0,0.108,2023-01-18,2023-01-18
3566,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate,1342,1351,1.00670641,Reach,1342.0,2.34,1.74366617,1.73205033,1.17,1.74366617,0.468,0.03256847,0.01850481,0.01036269,0.00814212,0.00518135,0.00444115,0.00370096,0.22205774,0.14803849,5.0,0.0,1188.0,0.05318182,2023-01-18,2023-01-18
3567,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Reel2,33,33,1.0,Reach,33.0,0.05,1.51515152,1.51515152,,1.51515152,,0.03030303,0.03030303,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,24.0,0.05,2023-01-18,2023-01-18
3568,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - LV Berlin - Awareness - Sexwork,4700,4781,1.01723404,Reach,4700.0,8.37,1.78085106,1.75067977,0.44052632,1.78085106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33863209,0.3974064,,,,,2023-01-18,2023-01-18
3569,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Bevors keiner wird – Kopie 3,61,62,1.01639344,Reach,61.0,0.1,1.63934426,1.61290323,,1.63934426,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-18,2023-01-18
3570,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Unfair – Kopie 3,415,423,1.01927711,Reach,415.0,0.74,1.78313253,1.74940898,0.74,1.78313253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23640662,0.23640662,,,,,2023-01-18,2023-01-18
3571,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Hund Verwaltung – Kopie 2,1054,1055,1.00094877,Reach,1054.0,1.81,1.71726755,1.71563981,1.81,1.71726755,0.181,0.04170616,0.05781991,0.01800948,0.01232227,0.00947867,0.00947867,0.00947867,0.28436019,0.09478673,10.0,0.0,982.0,0.04113636,2023-01-18,2023-01-18
3572,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - LV Berlin 2023 - Awareness - Drogen,2741,2787,1.0167822,Reach,2741.0,4.83,1.76213061,1.73304629,0.966,1.76213061,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18406889,0.17940438,,,,,2023-01-18,2023-01-18
3573,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Partei,725,731,1.00827586,Reach,725.0,1.27,1.75172414,1.7373461,,1.75172414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-18,2023-01-18
3574,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Gründen,558,562,1.00716846,Reach,558.0,0.92,1.64874552,1.63701068,0.92,1.64874552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17793594,0.17793594,,,,,2023-01-18,2023-01-18
3575,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Tempo30,3470,3540,1.02017291,Reach,3470.0,6.06,1.74639769,1.71186441,,1.74639769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36723164,,,,,,2023-01-18,2023-01-18
3576,2023-01-18,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Automassen,2872,2898,1.00905292,Reach,2872.0,4.92,1.71309192,1.69772257,1.23,1.71309192,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13802622,0.13802622,,,,,2023-01-18,2023-01-18
3577,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Hund Verwaltung – Kopie,581,584,1.00516351,Reach,581.0,0.97,1.66953528,1.6609589,0.97,1.66953528,0.10777778,0.06506849,0.09075342,0.03424658,0.0239726,0.01541096,0.01541096,0.01541096,0.34246575,0.17123288,9.0,1.0,530.0,0.02552632,2023-01-17,2023-01-17
3578,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Verwaltung,167,169,1.01197605,Reach,167.0,0.3,1.79640719,1.77514793,,1.79640719,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-17,2023-01-17
3579,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - Landesverband Berlin Wahlen 2023 - Digitalisierung,3578,3668,1.02515372,Reach,3578.0,6.26,1.74958077,1.70665213,1.565,1.74958077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19083969,0.10905125,,,,,2023-01-17,2023-01-17
3580,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - Landesverband Berlin Wahlen 2023 - Wahlprogramm,149,152,1.02013423,Reach,149.0,0.24,1.61073826,1.57894737,,1.61073826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-17,2023-01-17
3581,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate 2,125,126,1.008,Reach,125.0,0.2,1.6,1.58730159,0.2,1.6,0.2,0.0952381,0.08730159,0.04761905,0.01587302,0.00793651,0.00793651,0.00793651,0.79365079,0.79365079,1.0,1.0,108.0,0.01666667,2023-01-17,2023-01-17
3582,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Unfair – Kopie 2,396,405,1.02272727,Reach,396.0,0.71,1.79292929,1.75308642,0.71,1.79292929,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49382716,0.24691358,,,,,2023-01-17,2023-01-17
3583,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - 5%,110,114,1.03636364,Reach,110.0,0.19,1.72727273,1.66666667,,1.72727273,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-17,2023-01-17
3584,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate,5696,5815,1.02089185,Reach,5696.0,9.82,1.72401685,1.68873603,2.455,1.72401685,0.42695652,0.04952709,0.02975064,0.01375752,0.00963027,0.00429923,0.00343938,0.00395529,0.08598452,0.06878762,23.0,1.0,5478.0,0.03409722,2023-01-17,2023-01-17
3585,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Wir sind Volt – Kopie,63,65,1.03174603,Reach,63.0,0.11,1.74603175,1.69230769,,1.74603175,0.055,0.10769231,0.06153846,0.03076923,0.03076923,0.03076923,0.01538462,0.03076923,0.0,,2.0,3.0,46.0,0.01571429,2023-01-17,2023-01-17
3586,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - No money – Kopie,56,56,1.0,Reach,56.0,0.11,1.96428571,1.96428571,,1.96428571,0.022,0.21428571,0.42857143,0.23214286,0.19642857,0.08928571,0.08928571,0.08928571,0.0,,5.0,2.0,55.0,0.00916667,2023-01-17,2023-01-17
3587,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Bevors keiner wird – Kopie 2,144,145,1.00694444,Reach,144.0,0.25,1.73611111,1.72413793,0.25,1.73611111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37931034,0.68965517,,,,,2023-01-17,2023-01-17
3588,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Enthüllt!,15744,16220,1.03023374,Reach,15744.0,27.29,1.73335874,1.68249075,0.97464286,1.73335874,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21578298,0.17262639,,,,,2023-01-17,2023-01-17
3589,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Reel1,95,95,1.0,Reach,95.0,0.14,1.47368421,1.47368421,,1.47368421,0.14,0.02105263,0.02105263,0.01052632,0.01052632,0.01052632,0.01052632,0.01052632,0.0,,1.0,0.0,61.0,0.07,2023-01-17,2023-01-17
3590,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Reel2,111,112,1.00900901,Reach,111.0,0.16,1.44144144,1.42857143,,1.44144144,0.16,0.02678571,0.01785714,0.00892857,0.00892857,0.00892857,0.00892857,0.00892857,0.0,,1.0,0.0,102.0,0.05333333,2023-01-17,2023-01-17
3591,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Plakate,2461,2484,1.00934579,Reach,2461.0,4.28,1.73913043,1.72302738,1.42666667,1.73913043,0.61142857,0.0257649,0.01409018,0.00885668,0.00966184,0.00442834,0.00322061,0.00281804,0.24154589,0.12077295,7.0,0.0,2233.0,0.066875,2023-01-17,2023-01-17
3592,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Automassen,1769,1785,1.00904466,Reach,1769.0,2.93,1.656303,1.64145658,0.7325,1.656303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33613445,0.22408964,,,,,2023-01-17,2023-01-17
3593,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - LV Berlin - Awareness - Sexwork,3166,3211,1.01421352,Reach,3166.0,5.47,1.72773215,1.70351915,0.547,1.72773215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96543133,0.31142946,,,,,2023-01-17,2023-01-17
3594,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Bevors keiner wird – Kopie 3,131,136,1.03816794,Reach,131.0,0.24,1.83206107,1.76470588,,1.83206107,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-17,2023-01-17
3595,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Unfair – Kopie 3,635,653,1.02834646,Reach,635.0,1.12,1.76377953,1.7151608,,1.76377953,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30627871,,,,,,2023-01-17,2023-01-17
3596,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - PLZ-Gruppe A,BE0000 – Landesverband Berlin Wahlen 2023 - Hund Verwaltung – Kopie 2,1182,1188,1.00507614,Reach,1182.0,2.01,1.70050761,1.69191919,2.01,1.70050761,1.005,0.01936027,0.03956229,0.01010101,0.003367,0.0016835,0.0016835,0.0016835,0.08417508,0.08417508,2.0,0.0,1092.0,0.0873913,2023-01-17,2023-01-17
3597,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 - LV Berlin 2023 - Awareness - Drogen,2325,2375,1.02150538,Reach,2325.0,4.07,1.75053763,1.71368421,1.0175,1.75053763,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26315789,0.16842105,,,,,2023-01-17,2023-01-17
3598,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Partei,1278,1284,1.00469484,Reach,1278.0,2.15,1.68231612,1.67445483,2.15,1.68231612,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07788162,0.07788162,,,,,2023-01-17,2023-01-17
3599,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Gründen,596,605,1.01510067,Reach,596.0,1.02,1.7114094,1.68595041,,1.7114094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2023-01-17,2023-01-17
3600,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Wien,13084,13246,1.01238153,Reach,13084.0,22.17,1.69443595,1.67371282,0.96391304,1.69443595,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23403292,0.17363732,,,,,2023-01-17,2023-01-17
3601,2023-01-17,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,Tempo30,3713,3747,1.00915702,Reach,3713.0,6.36,1.71290062,1.69735789,2.12,1.71290062,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37363224,0.08006405,,,,,2023-01-17,2023-01-17
3602,2023-01-16,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Hund Verwaltung – Kopie,831,833,1.00240674,Reach,831.0,1.4,1.68471721,1.68067227,1.4,1.68471721,0.1,0.05282113,0.07923169,0.03481393,0.02280912,0.01680672,0.01680672,0.01680672,0.24009604,0.12004802,14.0,1.0,766.0,0.03181818,2023-01-16,2023-01-16
3603,2023-01-16,BE0000 – Landesverband Berlin Wahlen 2023 - Awareness,BE0000 – Landesverband Berlin Wahlen 2023 - Account Ads - Korrekt,BE0000 – Landesverband Berlin Wahlen 2023 - Verwaltung,376,382,1.01595745,Reach,376.0,0.66,1.75531915,1.72774869,0.66,1.75531915,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2617801,0.2617801,,,,,2023-01-16,2023-01-16
