,Day,Campaign name,Ad Set Name,Ad name,Reach,Impressions,Frequency,Result type,Results,Amount spent (EUR),Cost per result,"CPM (cost per 1,000 impressions)",CPC (cost per link click),"Cost per 1,000 Accounts Center accounts reached",Cost per ThruPlay,3sek % Impression,25% in % Impressions,50% in % Impression,75% in % Impression,95% in % Impressions,100% in % Impressions,ThruPlay % Impression,CTR (all),CTR (link click-through rate),ThruPlays,Video average play time,Video plays,Cost per 3-second video play,Reporting starts,Reporting ends
1907,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_m_Awareness,DE0000_Run1_IG_WWS2_WK1_m_Awareness,21508,21746,1.01106565,Reach,21508.0,108.37,5.03859029,4.98344523,2.64317073,5.03859029,0.55290816,0.03881174,0.02864895,0.01595696,0.0114044,0.00910512,0.00901315,0.00901315,0.2161317,0.18854042,196.0,1.0,21021.0,0.12840047,2021-08-29,2021-08-29
1908,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK2_w_Awareness,DE0000_Run1_FB_WWS1_WK2_w_Awareness,14644,14806,1.01106255,Reach,14644.0,59.69,4.07607211,4.03147373,2.9845,4.07607211,0.55785047,0.09725787,0.06409564,0.01627718,0.00918547,0.00742942,0.00715926,0.0072268,0.28366878,0.13508037,107.0,1.0,12256.0,0.04145139,2021-08-29,2021-08-29
1909,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_w_Awareness,DE0000_Run1_IG_WWS1_WK1_w_Awareness,16811,16899,1.00523467,Reach,16811.0,102.42,6.09243947,6.06071365,2.845,6.09243947,0.77007519,0.03586011,0.02639209,0.01301852,0.00911297,0.00798864,0.00787029,0.00787029,0.26037044,0.21303036,133.0,0.0,16282.0,0.1690099,2021-08-29,2021-08-29
1910,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK1_w_Awareness,DE0000_Run1_FB_WWS1_WK1_w_Awareness,22712,22755,1.00189327,Reach,22712.0,112.67,4.96081367,4.95143924,2.08648148,4.96081367,0.69549383,0.09839596,0.0649967,0.01801802,0.00988794,0.00738299,0.00685564,0.00711931,0.41749066,0.23731048,162.0,1.0,18515.0,0.05032157,2021-08-29,2021-08-29
1911,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK3_w_Awareness,DE0000_Run1_FB_WWS1_WK3_w_Awareness,24550,24550,1.0,Reach,24550.0,44.33,1.80570265,1.80570265,2.015,1.80570265,0.46177083,0.06725051,0.04183299,0.01034623,0.00537678,0.00403259,0.00386965,0.00391039,0.15478615,0.08961303,96.0,1.0,20438.0,0.02685039,2021-08-29,2021-08-29
1912,2021-08-29,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Gleichberechtigung,463,541,1.16846652,ThruPlay,34.0,4.08,0.12,7.54158965,2.04,8.81209503,0.12,0.26802218,0.22181146,0.1090573,0.07578558,0.06469501,0.06099815,0.06284658,1.47874307,0.36968577,34.0,4.0,507.0,0.02813793,2021-08-29,2021-08-29
1913,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK2_m_Awareness,DE0000_Run1_FB_WWS1_WK2_m_Awareness,13776,13776,1.0,Reach,13776.0,44.55,3.23388502,3.23388502,2.2275,3.23388502,0.45,0.09277003,0.06438734,0.01785714,0.00979965,0.00754936,0.00675087,0.00718641,0.21777003,0.14518002,99.0,1.0,11092.0,0.03485915,2021-08-29,2021-08-29
1914,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK2_w_Awareness,DE0000_Run1_IG_WWS1_WK2_w_Awareness,23760,24052,1.01228956,Reach,23760.0,108.83,4.58038721,4.52477964,1.87637931,4.58038721,0.65167665,0.03139032,0.02278397,0.01097622,0.00819059,0.00702644,0.00694329,0.00694329,0.26193248,0.24114419,167.0,0.0,23296.0,0.1441457,2021-08-29,2021-08-29
1915,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK3_w_Awareness,DE0000_Run1_IG_WWS1_WK3_w_Awareness,39456,40117,1.01675284,Reach,39456.0,84.89,2.15151054,2.11606052,1.21271429,2.15151054,0.46642857,0.02063963,0.01547972,0.0077274,0.00545903,0.00458658,0.00453673,0.00453673,0.18446045,0.17448962,182.0,0.0,38739.0,0.10252415,2021-08-29,2021-08-29
1916,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_m_Awareness,DE0000_Run1_IG_WWS1_WK1_m_Awareness,9413,9413,1.0,Reach,9413.0,48.31,5.13226389,5.13226389,2.84176471,5.13226389,0.603875,0.03527037,0.02698396,0.01370445,0.01009243,0.00849888,0.00849888,0.00849888,0.21247211,0.1806013,80.0,0.0,9022.0,0.14551205,2021-08-29,2021-08-29
1917,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK2_m_Awareness,DE0000_Run1_IG_WWS1_WK2_m_Awareness,17496,17496,1.0,Reach,17496.0,73.19,4.18324188,4.18324188,2.36096774,4.18324188,0.57629921,0.02806356,0.0221765,0.01091678,0.00851623,0.0072588,0.0072588,0.0072588,0.19433013,0.17718336,127.0,0.0,16758.0,0.14906314,2021-08-29,2021-08-29
1918,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK3_m_Awareness,DE0000_Run1_IG_WWS1_WK3_m_Awareness,27050,27050,1.0,Reach,27050.0,59.4,2.19593346,2.19593346,1.44878049,2.19593346,0.53513514,0.01966728,0.01508318,0.00709797,0.00484288,0.00414048,0.00410351,0.00410351,0.1663586,0.15157116,111.0,0.0,25844.0,0.11165414,2021-08-29,2021-08-29
1919,2021-08-29,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Digitalisierung,366,450,1.2295082,ThruPlay,19.0,3.18,0.16736842,7.06666667,0.795,8.68852459,0.16736842,0.27777778,0.23333333,0.10666667,0.06444444,0.04444444,0.04222222,0.04222222,1.55555556,0.88888889,19.0,3.0,410.0,0.02544,2021-08-29,2021-08-29
1920,2021-08-29,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK3_m_Awareness,DE0000_Run1_FB_WWS1_WK3_m_Awareness,19176,19370,1.01011681,Reach,19176.0,29.51,1.5389028,1.52348993,2.10785714,1.5389028,0.35554217,0.0663397,0.04243676,0.01249355,0.00645328,0.00449148,0.00407847,0.00428498,0.09808983,0.07227672,83.0,1.0,15887.0,0.02296498,2021-08-29,2021-08-29
1921,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Wirtschaft,1462,1506,1.03009576,ThruPlay,76.0,23.63,0.31092105,15.69057105,3.37571429,16.1627907,0.31092105,0.13545817,0.11819389,0.0690571,0.05511288,0.05179283,0.05046481,0.05046481,0.5312085,0.46480744,76.0,1.0,1474.0,0.11583333,2021-08-28,2021-08-28
1922,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Gleichberechtigung,394,398,1.01015228,ThruPlay,19.0,6.77,0.35631579,17.01005025,6.77,17.18274112,0.35631579,0.14824121,0.13316583,0.09798995,0.07537688,0.05778894,0.04773869,0.04773869,0.25125628,0.25125628,19.0,2.0,382.0,0.11474576,2021-08-28,2021-08-28
1923,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Bildung,172,174,1.01162791,ThruPlay,7.0,2.62,0.37428571,15.05747126,,15.23255814,0.37428571,0.1091954,0.10344828,0.06321839,0.05172414,0.04022989,0.04022989,0.04022989,0.0,,7.0,1.0,169.0,0.13789474,2021-08-28,2021-08-28
1924,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Wirtschaft,507,519,1.02366864,ThruPlay,30.0,8.29,0.27633333,15.97302505,2.0725,16.35108481,0.27633333,0.13294798,0.11175337,0.0867052,0.07321773,0.05973025,0.05780347,0.05780347,1.15606936,0.77071291,30.0,2.0,501.0,0.12014493,2021-08-28,2021-08-28
1925,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Klima,1641,1773,1.08043876,ThruPlay,82.0,28.76,0.35073171,16.22109419,5.752,17.52589884,0.35073171,0.10490694,0.09588268,0.06824591,0.05527355,0.04737733,0.04624929,0.04624929,0.39481105,0.2820079,82.0,1.0,1727.0,0.15462366,2021-08-28,2021-08-28
1926,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Digitalisierung,915,981,1.07213115,ThruPlay,47.0,14.53,0.30914894,14.81141692,4.84333333,15.87978142,0.30914894,0.13557594,0.127421,0.06625892,0.0540265,0.04892966,0.0479103,0.0479103,0.3058104,0.3058104,47.0,1.0,964.0,0.10924812,2021-08-28,2021-08-28
1927,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_FB_Consideration,DE0000_WK1_FB_Gleichberechtigung,1320,1663,1.25984848,ThruPlay,77.0,15.06,0.19558442,9.05592303,15.06,11.40909091,0.19558442,0.27841251,0.22669874,0.10703548,0.06915213,0.05051112,0.04509922,0.04630186,0.60132291,0.06013229,77.0,3.0,1541.0,0.032527,2021-08-28,2021-08-28
1928,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Gleichberechtigung,433,454,1.04849885,ThruPlay,34.0,8.65,0.25441176,19.05286344,8.65,19.97690531,0.25441176,0.17621145,0.16299559,0.10792952,0.08370044,0.07488987,0.07488987,0.07488987,0.22026432,0.22026432,34.0,2.0,449.0,0.108125,2021-08-28,2021-08-28
1929,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_FB_Consideration,DE0000_WK1_FB_Bildung,2391,3175,1.32789628,ThruPlay,88.0,22.4,0.25454545,7.05511811,4.48,9.36846508,0.25454545,0.20724409,0.16692913,0.06992126,0.03653543,0.02897638,0.02677165,0.02771654,0.37795276,0.15748031,88.0,2.0,2993.0,0.03404255,2021-08-28,2021-08-28
1930,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_FB_Consideration,DE0000_WK1_FB_Wirtschaft,2556,3276,1.28169014,ThruPlay,80.0,31.53,0.394125,9.62454212,3.50333333,12.33568075,0.394125,0.20848596,0.16697192,0.05586081,0.03266178,0.02533578,0.02350427,0.02442002,0.48840049,0.27472527,80.0,3.0,2976.0,0.04616398,2021-08-28,2021-08-28
1931,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_FB_Consideration,DE0000_WK1_FB_Digitalisierung,287,330,1.14982578,ThruPlay,12.0,2.65,0.22083333,8.03030303,1.325,9.23344948,0.22083333,0.27878788,0.22121212,0.06969697,0.05151515,0.03939394,0.03333333,0.03636364,0.60606061,0.60606061,12.0,3.0,314.0,0.02880435,2021-08-28,2021-08-28
1932,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_FB_Consideration,DE0000_WK1_FB_Klima,667,810,1.2143928,ThruPlay,15.0,5.41,0.36066667,6.67901235,,8.11094453,0.36066667,0.20617284,0.1617284,0.04567901,0.02592593,0.01851852,0.01851852,0.01851852,0.61728395,,15.0,2.0,730.0,0.03239521,2021-08-28,2021-08-28
1933,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Digitalisierung,1056,1119,1.05965909,ThruPlay,54.0,19.07,0.35314815,17.04200179,3.17833333,18.05871212,0.35314815,0.12421805,0.11170688,0.07327971,0.05719392,0.05004468,0.04825737,0.04825737,0.62555853,0.53619303,54.0,1.0,1103.0,0.13719424,2021-08-28,2021-08-28
1934,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Bildung,322,327,1.01552795,ThruPlay,22.0,6.05,0.275,18.50152905,,18.78881988,0.275,0.14067278,0.11926606,0.08562691,0.0733945,0.0733945,0.06727829,0.06727829,0.0,,22.0,2.0,321.0,0.13152174,2021-08-28,2021-08-28
1935,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Migration,4944,5467,1.10578479,ThruPlay,216.0,74.65,0.34560185,13.6546552,5.74230769,15.09911003,0.34560185,0.10115237,0.08688495,0.05908176,0.04737516,0.04060728,0.03950979,0.03950979,0.25608195,0.23779038,216.0,1.0,5361.0,0.13499096,2021-08-28,2021-08-28
1936,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Klima,1582,1647,1.04108723,ThruPlay,79.0,28.85,0.36518987,17.51669702,9.61666667,18.23640961,0.36518987,0.12204007,0.10564663,0.07225258,0.05525197,0.04978749,0.047966,0.047966,0.30358227,0.18214936,79.0,1.0,1614.0,0.14353234,2021-08-28,2021-08-28
1937,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Wirtschaft,3722,5030,1.35142397,ThruPlay,221.0,37.06,0.16769231,7.36779324,1.4824,9.95701236,0.16769231,0.22962227,0.19463221,0.09184891,0.05725646,0.04512922,0.04274354,0.04393638,1.29224652,0.49701789,221.0,3.0,4631.0,0.03208658,2021-08-28,2021-08-28
1938,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Migration,3265,3622,1.1093415,ThruPlay,129.0,43.97,0.34085271,12.13970182,4.397,13.46707504,0.34085271,0.08614025,0.0789619,0.0527333,0.04279404,0.03644395,0.03561568,0.03561568,0.27609056,0.27609056,129.0,1.0,3524.0,0.14092949,2021-08-28,2021-08-28
1939,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_Türkisch_Awareness,DE0000_Run1_IG_Duo_WK3_m_Awareness,12297,12297,1.0,Reach,12297.0,43.16,3.50979914,3.50979914,1.10666667,3.50979914,0.39962963,0.02732374,0.02610393,0.014963,0.01073433,0.00902659,0.00878263,0.00878263,0.36594291,0.31715052,108.0,0.0,11841.0,0.12845238,2021-08-28,2021-08-28
1940,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Bildung,336,422,1.25595238,ThruPlay,20.0,2.69,0.1345,6.37440758,2.69,8.00595238,0.1345,0.26066351,0.20616114,0.09478673,0.06635071,0.04739336,0.04739336,0.04739336,1.18483412,0.23696682,20.0,3.0,402.0,0.02445455,2021-08-28,2021-08-28
1941,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK1_m_Awareness,DE0000_Run1_FB_WWS1_WK1_m_Awareness,17880,18054,1.00973154,Reach,17880.0,80.23,4.48713647,4.44389055,2.5071875,4.48713647,0.57307143,0.08812452,0.0610391,0.01861083,0.01046859,0.00786529,0.00747757,0.00775451,0.25479118,0.17724604,140.0,1.0,14349.0,0.0504274,2021-08-28,2021-08-28
1942,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Gleichberechtigung,559,671,1.20035778,ThruPlay,34.0,5.33,0.15676471,7.94336811,1.3325,9.53488372,0.15676471,0.27123696,0.23695976,0.09687034,0.06408346,0.05514158,0.05067064,0.05067064,0.89418778,0.59612519,34.0,3.0,625.0,0.02928571,2021-08-28,2021-08-28
1943,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_w_Awareness,DE0000_Run1_IG_Kampafest_WK1_w_Awareness,807,808,1.00123916,Reach,807.0,5.08,6.29491945,6.28712871,1.69333333,6.29491945,0.84666667,0.02846535,0.01237624,0.11633663,0.00371287,0.00371287,0.00371287,0.00742574,0.37128713,0.37128713,6.0,1.0,784.0,0.22086957,2021-08-28,2021-08-28
1944,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_w_Awareness,DE0000_Run1_IG_WWS2_WK1_w_Awareness,19404,19405,1.00005154,Reach,19404.0,109.57,5.64677386,5.64648287,3.77827586,5.64677386,1.2311236,0.02746715,0.02056171,0.00937903,0.00623551,0.00484411,0.00458645,0.00458645,0.15975264,0.14944602,89.0,0.0,18765.0,0.20557223,2021-08-28,2021-08-28
1945,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_m_Awareness,DE0000_Run1_IG_WWS2_WK1_m_Awareness,15692,15727,1.00223044,Reach,15692.0,82.87,5.28103492,5.26928213,2.51121212,5.28103492,0.73991071,0.03344567,0.02524321,0.01303491,0.00896547,0.0071851,0.00712151,0.00712151,0.21618872,0.20983023,112.0,0.0,15094.0,0.15754753,2021-08-28,2021-08-28
1946,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK2_w_Awareness,DE0000_Run1_FB_WWS1_WK2_w_Awareness,12932,13038,1.00819672,Reach,12932.0,61.77,4.77652335,4.73768983,2.059,4.77652335,0.75329268,0.09487651,0.06657463,0.01787084,0.00951066,0.00636601,0.00598251,0.00628931,0.3221353,0.23009664,82.0,1.0,10649.0,0.04993533,2021-08-28,2021-08-28
1947,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_w_Awareness,DE0000_Run1_IG_WWS1_WK1_w_Awareness,25797,25797,1.0,Reach,25797.0,151.5,5.8727759,5.8727759,2.44354839,5.8727759,1.01677852,0.02891809,0.02178548,0.01023375,0.00709385,0.00593092,0.00577587,0.00577587,0.24809086,0.24033802,149.0,0.0,24829.0,0.20308311,2021-08-28,2021-08-28
1948,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK3_w_Awareness,DE0000_Run1_FB_WWS1_WK3_w_Awareness,22124,22124,1.0,Reach,22124.0,45.35,2.04981016,2.04981016,2.15952381,2.04981016,0.52126437,0.0624661,0.03896221,0.00998915,0.00564997,0.00415838,0.00384198,0.00393238,0.15819924,0.09491954,87.0,1.0,18291.0,0.03281476,2021-08-28,2021-08-28
1949,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK1_w_Awareness,DE0000_Run1_FB_WWS1_WK1_w_Awareness,19896,20108,1.01065541,Reach,19896.0,116.49,5.85494572,5.79321663,3.53,5.85494572,0.8825,0.0958325,0.06390491,0.01670977,0.00905112,0.00676348,0.00646509,0.00656455,0.3978516,0.16411379,132.0,1.0,16314.0,0.06045148,2021-08-28,2021-08-28
1950,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK2_m_Awareness,DE0000_Run1_FB_WWS1_WK2_m_Awareness,11852,11942,1.00759366,Reach,11852.0,45.92,3.87445157,3.84525205,2.70117647,3.87445157,0.60421053,0.08918104,0.06037515,0.01733378,0.00887624,0.00661531,0.00644783,0.00636409,0.28470943,0.14235471,76.0,1.0,9533.0,0.04311737,2021-08-28,2021-08-28
1951,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK2_m_Awareness,DE0000_Run1_IG_WWS1_WK2_m_Awareness,17232,17409,1.01027159,Reach,17232.0,80.15,4.65123027,4.60394049,2.7637931,4.65123027,0.68504274,0.02636567,0.02067896,0.0102246,0.00798438,0.0067781,0.00672066,0.00672066,0.20678959,0.1665805,117.0,0.0,16592.0,0.17461874,2021-08-28,2021-08-28
1952,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Digitalisierung,153,187,1.22222222,ThruPlay,9.0,1.5,0.16666667,8.02139037,,9.80392157,0.16666667,0.28877005,0.2513369,0.09625668,0.05882353,0.04812834,0.04812834,0.04812834,1.60427807,,9.0,4.0,176.0,0.02777778,2021-08-28,2021-08-28
1953,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_FB_WK3_m_Awareness,DE0000_Run1_FB_WWS1_WK3_m_Awareness,17068,17111,1.00251933,Reach,17068.0,29.67,1.73834075,1.7339723,1.4835,1.73834075,0.33337079,0.0634095,0.04090936,0.01186371,0.00730524,0.0054351,0.00508445,0.00520133,0.15779323,0.11688388,89.0,1.0,13800.0,0.02734562,2021-08-28,2021-08-28
1954,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK3_m_Awareness,DE0000_Run1_IG_WWS1_WK3_m_Awareness,23767,23767,1.0,Reach,23767.0,61.27,2.57794421,2.57794421,2.66391304,2.57794421,0.51058333,0.02154247,0.01716666,0.00879371,0.00631127,0.00530147,0.00504902,0.00504902,0.10518787,0.09677284,120.0,0.0,22653.0,0.11966797,2021-08-28,2021-08-28
1955,2021-08-28,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_FB_Consideration,DE0000_WK1_m_FB_Klima,649,747,1.15100154,ThruPlay,28.0,4.45,0.15892857,5.95716198,4.45,6.85670262,0.15892857,0.23427041,0.19277108,0.09103079,0.05220884,0.03882195,0.03480589,0.03748327,1.74029451,0.13386881,28.0,3.0,699.0,0.02542857,2021-08-28,2021-08-28
1956,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK1_m_Awareness,DE0000_Run1_IG_WWS1_WK1_m_Awareness,15968,15968,1.0,Reach,15968.0,88.26,5.52730461,5.52730461,2.84709677,5.52730461,0.74168067,0.03137525,0.02423597,0.0126503,0.00851703,0.0074524,0.0074524,0.0074524,0.26302605,0.19413828,119.0,0.0,15289.0,0.17616766,2021-08-28,2021-08-28
1957,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK3_w_Awareness,DE0000_Run1_IG_WWS1_WK3_w_Awareness,36775,36785,1.00027192,Reach,36775.0,90.5,2.46091094,2.46024195,1.14556962,2.46091094,0.66544118,0.0195732,0.01451679,0.00704091,0.00481174,0.00377871,0.00369716,0.00369716,0.22291695,0.21476145,136.0,0.0,35295.0,0.12569444,2021-08-28,2021-08-28
1958,2021-08-28,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_WK2_w_Awareness,DE0000_Run1_IG_WWS1_WK2_w_Awareness,26592,27142,1.02068291,Reach,26592.0,124.59,4.68524368,4.59030285,1.91676923,4.68524368,0.80902597,0.02626925,0.01989537,0.00898976,0.0065581,0.00571071,0.00567386,0.00567386,0.25421855,0.23948125,154.0,0.0,26160.0,0.17474053,2021-08-28,2021-08-28
1959,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Gleichberechtigung,530,545,1.02830189,ThruPlay,27.0,10.57,0.39148148,19.39449541,10.57,19.94339623,0.39148148,0.15229358,0.13211009,0.08256881,0.06605505,0.04954128,0.04954128,0.04954128,0.18348624,0.18348624,27.0,2.0,534.0,0.1273494,2021-08-27,2021-08-27
1960,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Migration,2828,3240,1.145686,ThruPlay,108.0,37.29,0.34527778,11.50925926,5.32714286,13.18599717,0.34527778,0.08981481,0.07932099,0.05524691,0.04444444,0.0345679,0.03333333,0.03333333,0.21604938,0.21604938,108.0,1.0,3134.0,0.12814433,2021-08-27,2021-08-27
1961,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Gleichberechtigung,608,633,1.04111842,ThruPlay,32.0,11.44,0.3575,18.07266983,11.44,18.81578947,0.3575,0.11848341,0.11374408,0.0821485,0.07109005,0.05529226,0.05055292,0.05055292,0.15797788,0.15797788,32.0,2.0,619.0,0.15253333,2021-08-27,2021-08-27
1962,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Bildung,858,890,1.03729604,ThruPlay,35.0,13.26,0.37885714,14.8988764,6.63,15.45454545,0.37885714,0.11910112,0.10561798,0.07191011,0.05168539,0.04157303,0.03932584,0.03932584,0.2247191,0.2247191,35.0,1.0,872.0,0.12509434,2021-08-27,2021-08-27
1963,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Wirtschaft,305,310,1.01639344,ThruPlay,12.0,5.16,0.43,16.64516129,2.58,16.91803279,0.43,0.18064516,0.15483871,0.09032258,0.05483871,0.03870968,0.03870968,0.03870968,0.64516129,0.64516129,12.0,2.0,301.0,0.09214286,2021-08-27,2021-08-27
1964,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Klima,1114,1213,1.08886894,ThruPlay,63.0,17.96,0.28507937,14.80626546,8.98,16.12208259,0.28507937,0.12283594,0.1079967,0.071723,0.05770816,0.05276175,0.05193735,0.05193735,0.49464138,0.16488046,63.0,1.0,1185.0,0.12053691,2021-08-27,2021-08-27
1965,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_m_IG_Consideration,DE0000_WK1_m_IG_Digitalisierung,741,782,1.05533063,ThruPlay,27.0,10.62,0.39333333,13.58056266,2.655,14.33198381,0.39333333,0.1112532,0.10230179,0.0601023,0.04475703,0.03580563,0.03452685,0.03452685,0.51150895,0.51150895,27.0,1.0,766.0,0.12206897,2021-08-27,2021-08-27
1966,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_FB_Consideration,DE0000_WK1_FB_Gleichberechtigung,1181,1382,1.17019475,ThruPlay,57.0,12.46,0.21859649,9.01591896,1.5575,10.55038103,0.21859649,0.27062229,0.22431259,0.11722142,0.06367583,0.04486252,0.03835022,0.04124457,1.5918958,0.5788712,57.0,3.0,1296.0,0.03331551,2021-08-27,2021-08-27
1967,2021-08-27,DE0000_BTW_Run1_Awareness,DE0000_Run1_IG_Türkisch_Awareness,DE0000_Run1_IG_Duo_WK3_m_Awareness,11011,11011,1.0,Reach,11011.0,42.84,3.8906548,3.8906548,1.38193548,3.8906548,0.35404959,0.03142312,0.02960676,0.0188902,0.01425847,0.0114431,0.01107983,0.01098901,0.32694578,0.28153665,121.0,0.0,10567.0,0.12381503,2021-08-27,2021-08-27
1968,2021-08-27,DE0000_BTW21_Run1_WK1_Consideration_Themenspots,DE0000_WK1_w_IG_Consideration,DE0000_WK1_w_IG_Wirtschaft,655,673,1.02748092,ThruPlay,37.0,11.65,0.31486486,17.31054978,11.65,17.78625954,0.31486486,0.17384844,0.15453195,0.09212481,0.06835067,0.05497771,0.05497771,0.05497771,0.14858841,0.14858841,37.0,2.0,653.0,0.09957265,2021-08-27,2021-08-27
